vessel_id,vessel_name,carrier,vessel_class,cargo_volume_teu,length_m,draft_m,berth_id,cranes_allocated,carrier_reported_eta,actual_arrival_time,departure_time,arrival_speed_knots,wind_speed_knots,tidal_restriction_flag,scheduled_dwell_hours,actual_dwell_hours,delay_minutes,delay_cause,shift_id,eta_bias_hours
IMO9303167,Evergreen Feeder 3167,Evergreen,Feeder,2304,161.2,7.5,B-09,2,2025-09-07T21:57:41.912734+00:00,2025-09-07T23:33:05.912734+00:00,2025-09-08T18:27:05.912734+00:00,12.1,24.8,0,18.5,18.9,0,NONE,SHIFT_C (22:00-06:00),1.59
IMO9303168,PIL Panamax 3168,PIL,Panamax,3891,280.8,11.9,B-07,3,2026-09-04T04:11:12.141361+00:00,2026-09-04T05:49:00.141361+00:00,2026-09-05T19:55:00.141361+00:00,13.9,5.1,0,33.5,38.1,274,CRANE_OUTAGE,SHIFT_C (22:00-06:00),1.63
IMO9303169,ONE Feeder 3169,ONE,Feeder,1637,186.2,8.7,B-09,2,2025-12-23T14:39:44.180605+00:00,2025-12-23T16:35:32.180605+00:00,2025-12-24T17:23:32.180605+00:00,14.6,9.1,0,22.0,24.8,170,CRANE_OUTAGE,SHIFT_B (14:00-22:00),1.93
IMO9303170,COSCO Neo-Panamax 3170,COSCO,Neo-Panamax,13635,361.6,15.2,B-02,4,2024-11-21T17:40:23.746310+00:00,2024-11-21T22:27:47.746310+00:00,2024-11-24T00:27:47.746310+00:00,11.8,21.1,0,49.7,50.0,0,NONE,SHIFT_C (22:00-06:00),4.79
IMO9303171,SITC Feeder 3171,SITC,Feeder,1767,189.3,8.5,B-08,2,2025-09-05T10:26:53.156988+00:00,2025-09-05T12:26:17.156988+00:00,2025-09-06T08:20:17.156988+00:00,12.4,24.1,0,18.5,19.9,83,YARD_CONGESTION,SHIFT_A (06:00-14:00),1.99
IMO9303172,Hapag-Lloyd Post-Panamax 3172,Hapag-Lloyd,Post-Panamax,9697,332.7,14.1,B-03,4,2025-10-27T07:41:31.950277+00:00,2025-10-27T09:10:55.950277+00:00,2025-10-29T01:46:55.950277+00:00,16.2,20.8,0,40.2,40.6,0,NONE,SHIFT_A (06:00-14:00),1.49
IMO9303173,ZIM Handymax 3173,ZIM,Handymax,2671,193.3,8.9,B-09,2,2026-05-29T21:14:50.430709+00:00,2026-05-30T02:22:02.430709+00:00,2026-05-31T05:10:02.430709+00:00,11.1,31.2,1,24.7,26.8,127,CRANE_OUTAGE,SHIFT_C (22:00-06:00),5.12
IMO9303174,X-Press Feeders Panamax 3174,X-Press Feeders,Panamax,4833,228.5,11.0,B-04,3,2025-08-11T23:33:26.647561+00:00,2025-08-11T23:33:26.647561+00:00,2025-08-13T13:09:26.647561+00:00,11.6,25.4,0,37.5,37.6,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9303175,HMM Post-Panamax 3175,HMM,Post-Panamax,9648,317.0,12.6,B-05,3,2026-04-27T12:17:34.308730+00:00,2026-04-27T13:22:22.308730+00:00,2026-04-30T00:52:22.308730+00:00,12.1,5.5,0,50.1,59.5,566,TIDAL_WINDOW_MISSED,SHIFT_A (06:00-14:00),1.08
IMO9303176,Evergreen Feeder 3176,Evergreen,Feeder,1814,159.1,7.9,B-08,2,2025-03-27T09:55:45.155785+00:00,2025-03-27T12:47:21.155785+00:00,2025-03-28T04:47:21.155785+00:00,13.0,10.1,0,15.9,16.0,0,NONE,SHIFT_A (06:00-14:00),2.86
IMO9303177,KMTC Post-Panamax 3177,KMTC,Post-Panamax,6783,345.6,13.1,B-05,3,2025-12-16T09:13:33.015999+00:00,2025-12-16T10:27:21.015999+00:00,2025-12-18T03:57:21.015999+00:00,15.4,11.7,0,41.1,41.5,0,NONE,SHIFT_A (06:00-14:00),1.23
IMO9303178,X-Press Feeders Feeder 3178,X-Press Feeders,Feeder,987,175.8,8.3,B-08,2,2025-10-21T22:22:25.855285+00:00,2025-10-21T23:08:37.855285+00:00,2025-10-22T12:20:37.855285+00:00,14.4,10.9,0,13.5,13.2,0,NONE,SHIFT_C (22:00-06:00),0.77
IMO9303179,KMTC Feeder 3179,KMTC,Feeder,1483,160.7,8.3,B-10,2,2025-05-29T15:00:42.950021+00:00,2025-05-29T16:01:18.950021+00:00,2025-05-30T20:01:18.950021+00:00,17.6,10.7,0,19.3,28.0,520,WEATHER,SHIFT_B (14:00-22:00),1.01
IMO9303180,KMTC Feeder 3180,KMTC,Feeder,1812,181.5,8.8,B-09,2,2025-01-11T23:04:07.967974+00:00,2025-01-11T23:22:07.967974+00:00,2025-01-12T17:58:07.967974+00:00,10.4,9.4,0,16.5,18.6,127,WEATHER,SHIFT_C (22:00-06:00),0.3
IMO9303181,CMA CGM Post-Panamax 3181,CMA CGM,Post-Panamax,8993,334.2,13.5,B-02,4,2025-09-14T10:56:04.215103+00:00,2025-09-14T12:26:40.215103+00:00,2025-09-16T17:26:40.215103+00:00,15.8,21.5,0,52.3,53.0,0,NONE,SHIFT_A (06:00-14:00),1.51
IMO9303182,HMM Handymax 3182,HMM,Handymax,3138,187.1,9.9,B-06,3,2026-08-01T21:45:41.518331+00:00,2026-08-01T22:58:17.518331+00:00,2026-08-02T19:58:17.518331+00:00,14.5,15.8,0,21.8,21.0,0,NONE,SHIFT_C (22:00-06:00),1.21
IMO9303183,Yang Ming ULCV 3183,Yang Ming,ULCV,20331,369.6,14.8,B-02,4,2025-06-29T17:27:56.462875+00:00,2025-06-29T18:00:56.462875+00:00,2025-07-02T10:00:56.462875+00:00,15.1,9.5,1,64.8,64.0,0,NONE,SHIFT_B (14:00-22:00),0.55
IMO9303184,Maersk Post-Panamax 3184,Maersk,Post-Panamax,7651,315.4,13.9,B-04,3,2025-01-10T06:42:23.325006+00:00,2025-01-10T08:31:35.325006+00:00,2025-01-12T04:13:35.325006+00:00,11.0,15.8,0,43.6,43.7,0,NONE,SHIFT_A (06:00-14:00),1.82
IMO9303185,KMTC Feeder 3185,KMTC,Feeder,1038,143.1,9.1,B-09,2,2026-01-13T14:59:21.342113+00:00,2026-01-13T16:47:21.342113+00:00,2026-01-14T08:11:21.342113+00:00,13.7,13.2,0,15.8,15.4,0,NONE,SHIFT_B (14:00-22:00),1.8
IMO9303186,MSC Feeder 3186,MSC,Feeder,942,131.1,9.2,B-09,2,2025-07-12T01:37:51.330079+00:00,2025-07-12T03:19:51.330079+00:00,2025-07-12T21:07:51.330079+00:00,14.5,23.7,0,17.7,17.8,0,NONE,SHIFT_C (22:00-06:00),1.7
IMO9303187,Maersk Feeder 3187,Maersk,Feeder,865,134.5,8.7,B-08,2,2026-08-27T16:05:08.828571+00:00,2026-08-27T16:05:08.828571+00:00,2026-08-28T13:47:08.828571+00:00,13.0,25.7,0,21.1,21.7,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9303188,X-Press Feeders Post-Panamax 3188,X-Press Feeders,Post-Panamax,8435,330.8,12.7,B-04,3,2026-08-23T09:14:43.395146+00:00,2026-08-23T11:00:19.395146+00:00,2026-08-25T13:54:19.395146+00:00,15.8,14.6,0,50.6,50.9,0,NONE,SHIFT_A (06:00-14:00),1.76
IMO9303189,Maersk Handymax 3189,Maersk,Handymax,2419,197.4,10.6,B-08,2,2026-04-06T15:21:37.260747+00:00,2026-04-06T17:37:13.260747+00:00,2026-04-07T17:01:13.260747+00:00,14.1,6.8,0,22.6,23.4,0,NONE,SHIFT_B (14:00-22:00),2.26
IMO9303190,HMM Feeder 3190,HMM,Feeder,1300,152.7,7.3,B-08,2,2024-12-25T02:41:21.172070+00:00,2024-12-25T04:25:45.172070+00:00,2024-12-25T23:55:45.172070+00:00,17.1,12.5,0,20.1,19.5,0,NONE,SHIFT_C (22:00-06:00),1.74
IMO9303191,Maersk Post-Panamax 3191,Maersk,Post-Panamax,6951,329.6,13.4,B-05,3,2025-01-25T11:14:23.160111+00:00,2025-01-25T14:00:35.160111+00:00,2025-01-27T14:30:35.160111+00:00,10.4,32.7,1,48.7,48.5,0,NONE,SHIFT_B (14:00-22:00),2.77
IMO9303192,Yang Ming Handymax 3192,Yang Ming,Handymax,2786,202.5,9.1,B-07,3,2025-05-30T15:21:06.846786+00:00,2025-05-30T16:06:42.846786+00:00,2025-05-31T15:18:42.846786+00:00,16.5,15.6,0,23.1,23.2,0,NONE,SHIFT_B (14:00-22:00),0.76
IMO9303193,Maersk Panamax 3193,Maersk,Panamax,4222,269.2,10.1,B-04,3,2025-12-10T05:56:54.287977+00:00,2025-12-10T06:40:06.287977+00:00,2025-12-11T13:04:06.287977+00:00,12.6,4.4,0,31.2,30.4,0,NONE,SHIFT_A (06:00-14:00),0.72
IMO9303194,Maersk Handymax 3194,Maersk,Handymax,2461,218.6,10.5,B-08,2,2025-03-14T05:16:08.498536+00:00,2025-03-14T05:22:44.498536+00:00,2025-03-15T09:22:44.498536+00:00,12.1,26.5,0,27.8,28.0,0,NONE,SHIFT_C (22:00-06:00),0.11
IMO9303195,ZIM Post-Panamax 3195,ZIM,Post-Panamax,7821,319.4,14.0,B-01,4,2026-07-09T21:38:15.756198+00:00,2026-07-10T01:16:39.756198+00:00,2026-07-12T02:16:39.756198+00:00,16.1,17.3,0,48.2,49.0,0,NONE,SHIFT_C (22:00-06:00),3.64
IMO9303196,Maersk Feeder 3196,Maersk,Feeder,2016,154.4,7.0,B-08,2,2025-01-13T10:12:06.404661+00:00,2025-01-13T11:58:18.404661+00:00,2025-01-14T08:28:18.404661+00:00,19.1,21.3,0,19.7,20.5,0,NONE,SHIFT_A (06:00-14:00),1.77
IMO9303197,Evergreen Panamax 3197,Evergreen,Panamax,4938,247.3,11.8,B-06,3,2025-02-17T20:18:32.345833+00:00,2025-02-17T21:48:32.345833+00:00,2025-02-19T06:48:32.345833+00:00,15.3,13.1,0,33.1,33.0,0,NONE,SHIFT_B (14:00-22:00),1.5
IMO9303198,ONE ULCV 3198,ONE,ULCV,19665,390.9,15.8,B-02,4,2025-08-27T03:23:15.949985+00:00,2025-08-27T05:22:39.949985+00:00,2025-08-29T16:28:39.949985+00:00,15.8,20.7,0,56.2,59.1,174,WEATHER,SHIFT_C (22:00-06:00),1.99
IMO9303199,Maersk Feeder 3199,Maersk,Feeder,1938,145.4,9.4,B-09,2,2026-07-22T09:11:55.175276+00:00,2026-07-22T11:13:43.175276+00:00,2026-07-23T04:13:43.175276+00:00,14.7,21.8,0,17.5,17.0,0,NONE,SHIFT_A (06:00-14:00),2.03
IMO9303200,Hapag-Lloyd Handymax 3200,Hapag-Lloyd,Handymax,2960,208.9,10.3,B-06,3,2025-05-12T10:35:58.528930+00:00,2025-05-12T12:08:22.528930+00:00,2025-05-13T13:38:22.528930+00:00,13.1,16.9,0,24.9,25.5,0,NONE,SHIFT_A (06:00-14:00),1.54
IMO9303201,PIL Handymax 3201,PIL,Handymax,2104,194.2,10.9,B-06,3,2026-06-05T17:58:50.666635+00:00,2026-06-05T19:42:02.666635+00:00,2026-06-06T17:18:02.666635+00:00,14.3,13.8,0,22.0,21.6,0,NONE,SHIFT_B (14:00-22:00),1.72
IMO9303202,HMM Neo-Panamax 3202,HMM,Neo-Panamax,11138,343.5,14.4,B-03,4,2026-03-19T06:45:06.516258+00:00,2026-03-19T07:39:42.516258+00:00,2026-03-21T18:51:42.516258+00:00,18.2,13.5,0,59.2,59.2,0,NONE,SHIFT_A (06:00-14:00),0.91
IMO9303203,HMM ULCV 3203,HMM,ULCV,15907,377.0,15.8,B-02,4,2025-04-25T12:09:01.695704+00:00,2025-04-25T12:55:13.695704+00:00,2025-04-28T10:31:13.695704+00:00,12.8,7.9,1,69.2,69.6,0,NONE,SHIFT_A (06:00-14:00),0.77
IMO9303204,Evergreen Feeder 3204,Evergreen,Feeder,1214,151.8,7.8,B-10,2,2025-06-01T10:48:14.833769+00:00,2025-06-01T12:26:38.833769+00:00,2025-06-02T03:44:38.833769+00:00,14.4,8.8,0,16.0,15.3,0,NONE,SHIFT_A (06:00-14:00),1.64
IMO9303205,PIL Feeder 3205,PIL,Feeder,1557,148.0,7.2,B-09,2,2025-05-17T15:58:35.814096+00:00,2025-05-17T20:32:11.814096+00:00,2025-05-18T12:08:11.814096+00:00,11.8,33.1,1,15.8,15.6,0,NONE,SHIFT_B (14:00-22:00),4.5600000000000005
IMO9303206,ONE Panamax 3206,ONE,Panamax,4663,272.9,11.2,B-04,3,2026-08-30T06:13:58.316519+00:00,2026-08-30T07:13:58.316519+00:00,2026-08-31T06:43:58.316519+00:00,14.9,27.3,0,23.4,23.5,0,NONE,SHIFT_A (06:00-14:00),1.0
IMO9303207,PIL Post-Panamax 3207,PIL,Post-Panamax,6998,321.7,12.7,B-04,3,2026-02-25T04:52:31.745954+00:00,2026-02-25T06:33:19.745954+00:00,2026-02-27T01:09:19.745954+00:00,16.3,29.0,1,43.0,42.6,0,NONE,SHIFT_A (06:00-14:00),1.68
IMO9303208,MSC Feeder 3208,MSC,Feeder,918,163.3,9.3,B-10,2,2025-05-16T13:30:25.851147+00:00,2025-05-16T16:04:01.851147+00:00,2025-05-17T11:22:01.851147+00:00,18.8,18.4,0,18.5,19.3,0,NONE,SHIFT_B (14:00-22:00),2.56
IMO9303209,Hapag-Lloyd ULCV 3209,Hapag-Lloyd,ULCV,23504,378.1,16.3,B-03,4,2024-12-21T00:59:16.267034+00:00,2024-12-21T01:30:28.267034+00:00,2024-12-23T11:30:28.267034+00:00,14.4,7.7,0,58.0,58.0,0,NONE,SHIFT_C (22:00-06:00),0.52
IMO9303210,Wan Hai Neo-Panamax 3210,Wan Hai,Neo-Panamax,12016,357.8,13.8,B-01,4,2024-11-11T16:39:07.133566+00:00,2024-11-11T19:59:31.133566+00:00,2024-11-13T15:11:31.133566+00:00,14.0,18.9,0,43.2,43.2,0,NONE,SHIFT_B (14:00-22:00),3.34
IMO9303211,COSCO Panamax 3211,COSCO,Panamax,5167,280.3,11.1,B-04,3,2025-03-06T17:26:14.407626+00:00,2025-03-06T20:41:50.407626+00:00,2025-03-08T10:05:50.407626+00:00,17.8,22.6,0,33.0,37.4,263,WEATHER,SHIFT_B (14:00-22:00),3.26
IMO9303212,KMTC Feeder 3212,KMTC,Feeder,2303,159.3,9.2,B-10,2,2025-08-24T17:46:35.185332+00:00,2025-08-24T17:46:35.185332+00:00,2025-08-25T16:16:35.185332+00:00,15.1,22.7,0,23.3,22.5,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9303213,OOCL Panamax 3213,OOCL,Panamax,3582,252.5,10.8,B-04,3,2025-07-26T16:00:45.649840+00:00,2025-07-26T16:19:57.649840+00:00,2025-07-28T03:25:57.649840+00:00,12.2,11.8,0,36.0,35.1,0,NONE,SHIFT_B (14:00-22:00),0.32
IMO9303214,OOCL Handymax 3214,OOCL,Handymax,2627,191.7,10.8,B-08,2,2024-11-13T13:58:00.028134+00:00,2024-11-13T13:58:00.028134+00:00,2024-11-14T15:58:00.028134+00:00,15.9,10.8,0,21.0,26.0,299,TIDAL_WINDOW_MISSED,SHIFT_A (06:00-14:00),0.0
IMO9303215,Yang Ming Neo-Panamax 3215,Yang Ming,Neo-Panamax,13856,353.3,15.1,B-01,4,2025-08-16T19:11:26.291968+00:00,2025-08-16T20:43:14.291968+00:00,2025-08-19T00:37:14.291968+00:00,15.3,19.4,0,51.8,51.9,0,NONE,SHIFT_B (14:00-22:00),1.53
IMO9303216,SITC Panamax 3216,SITC,Panamax,3737,263.7,11.1,B-07,3,2026-04-08T03:47:25.383407+00:00,2026-04-08T04:07:13.383407+00:00,2026-04-10T01:49:13.383407+00:00,15.4,20.0,0,40.8,45.7,295,YARD_CONGESTION,SHIFT_C (22:00-06:00),0.33
IMO9303217,ONE Post-Panamax 3217,ONE,Post-Panamax,7145,333.8,13.8,B-05,3,2025-05-26T10:29:28.614440+00:00,2025-05-26T13:04:52.614440+00:00,2025-05-28T09:34:52.614440+00:00,15.0,21.3,0,41.5,44.5,180,YARD_CONGESTION,SHIFT_A (06:00-14:00),2.59
IMO9303218,Yang Ming Feeder 3218,Yang Ming,Feeder,1718,148.5,7.1,B-09,2,2025-09-10T05:17:10.608524+00:00,2025-09-10T05:17:10.608524+00:00,2025-09-11T01:53:10.608524+00:00,15.9,24.3,0,20.9,20.6,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9303219,CMA CGM Post-Panamax 3219,CMA CGM,Post-Panamax,6773,332.0,14.0,B-03,4,2025-02-12T03:15:54.517333+00:00,2025-02-12T03:49:30.517333+00:00,2025-02-14T08:31:30.517333+00:00,12.8,14.7,0,53.3,52.7,0,NONE,SHIFT_C (22:00-06:00),0.56
IMO9303220,SITC Post-Panamax 3220,SITC,Post-Panamax,10288,312.5,13.8,B-02,4,2025-08-29T21:19:31.516312+00:00,2025-08-29T22:32:07.516312+00:00,2025-08-31T19:32:07.516312+00:00,16.7,5.4,0,45.5,45.0,0,NONE,SHIFT_C (22:00-06:00),1.21
IMO9303221,OOCL Feeder 3221,OOCL,Feeder,2335,172.9,9.0,B-10,2,2026-06-07T08:58:41.750668+00:00,2026-06-07T13:55:41.750668+00:00,2026-06-08T09:37:41.750668+00:00,11.9,42.8,1,19.7,19.7,0,NONE,SHIFT_A (06:00-14:00),4.95
IMO9303222,Yang Ming Neo-Panamax 3222,Yang Ming,Neo-Panamax,12298,359.1,14.1,B-02,4,2024-11-16T19:05:41.365519+00:00,2024-11-16T22:05:05.365519+00:00,2024-11-19T06:41:05.365519+00:00,13.2,22.1,0,54.2,56.6,144,YARD_CONGESTION,SHIFT_C (22:00-06:00),2.99
IMO9303223,COSCO Feeder 3223,COSCO,Feeder,1469,176.7,8.3,B-10,2,2026-05-14T11:05:08.062917+00:00,2026-05-14T11:47:44.062917+00:00,2026-05-15T10:53:44.062917+00:00,15.7,20.2,0,23.0,23.1,0,NONE,SHIFT_A (06:00-14:00),0.71
IMO9303224,ONE Feeder 3224,ONE,Feeder,2167,132.7,7.7,B-09,2,2025-10-12T04:41:28.655413+00:00,2025-10-12T06:20:28.655413+00:00,2025-10-13T00:08:28.655413+00:00,15.9,20.5,0,17.0,17.8,50,YARD_CONGESTION,SHIFT_A (06:00-14:00),1.65
IMO9303225,MSC Panamax 3225,MSC,Panamax,4083,282.3,11.6,B-04,3,2025-09-17T11:49:49.708284+00:00,2025-09-17T12:13:49.708284+00:00,2025-09-18T21:37:49.708284+00:00,12.4,18.9,0,30.3,33.4,184,WEATHER,SHIFT_A (06:00-14:00),0.4
IMO9303226,Evergreen Panamax 3226,Evergreen,Panamax,4074,250.3,10.9,B-07,3,2026-08-24T17:32:39.294655+00:00,2026-08-24T22:00:15.294655+00:00,2026-08-26T13:54:15.294655+00:00,13.3,28.8,1,31.3,39.9,517,WEATHER,SHIFT_C (22:00-06:00),4.46
IMO9303227,HMM Feeder 3227,HMM,Feeder,1857,163.8,8.7,B-08,2,2026-05-04T11:43:13.082754+00:00,2026-05-04T14:34:49.082754+00:00,2026-05-05T09:46:49.082754+00:00,12.9,17.1,0,19.6,19.2,0,NONE,SHIFT_B (14:00-22:00),2.86
IMO9303228,Maersk Panamax 3228,Maersk,Panamax,3941,274.3,11.3,B-06,3,2025-08-05T17:34:54.027568+00:00,2025-08-05T20:33:42.027568+00:00,2025-08-07T06:09:42.027568+00:00,12.8,18.5,0,34.3,33.6,0,NONE,SHIFT_B (14:00-22:00),2.98
IMO9303229,KMTC Panamax 3229,KMTC,Panamax,3957,258.8,10.2,B-07,3,2025-06-08T05:52:40.551293+00:00,2025-06-08T07:43:40.551293+00:00,2025-06-09T13:55:40.551293+00:00,13.8,15.0,0,30.5,30.2,0,NONE,SHIFT_A (06:00-14:00),1.85
IMO9303230,Evergreen Neo-Panamax 3230,Evergreen,Neo-Panamax,12040,349.5,14.5,B-01,4,2024-11-16T05:33:43.093139+00:00,2024-11-16T05:42:43.093139+00:00,2024-11-18T10:12:43.093139+00:00,14.0,6.1,0,53.1,52.5,0,NONE,SHIFT_C (22:00-06:00),0.15
IMO9303231,CMA CGM Panamax 3231,CMA CGM,Panamax,5134,284.0,10.9,B-07,3,2025-12-01T17:54:26.119507+00:00,2025-12-01T20:35:50.119507+00:00,2025-12-03T09:35:50.119507+00:00,16.2,17.3,0,34.1,37.0,173,YARD_CONGESTION,SHIFT_B (14:00-22:00),2.69
IMO9303232,CMA CGM Panamax 3232,CMA CGM,Panamax,4016,220.3,11.4,B-04,3,2025-11-21T19:52:42.753833+00:00,2025-11-21T21:44:54.753833+00:00,2025-11-23T09:32:54.753833+00:00,15.5,16.0,0,35.7,35.8,0,NONE,SHIFT_B (14:00-22:00),1.87
IMO9303233,Wan Hai Feeder 3233,Wan Hai,Feeder,2349,184.3,8.4,B-08,2,2025-03-08T01:31:32.471291+00:00,2025-03-08T05:18:20.471291+00:00,2025-03-09T00:06:20.471291+00:00,11.6,22.1,0,19.3,18.8,0,NONE,SHIFT_C (22:00-06:00),3.78
IMO9303234,Yang Ming Panamax 3234,Yang Ming,Panamax,4727,261.5,10.5,B-05,3,2026-03-27T08:44:39.450323+00:00,2026-03-27T11:47:03.450323+00:00,2026-03-28T23:35:03.450323+00:00,11.8,31.4,1,35.3,35.8,0,NONE,SHIFT_A (06:00-14:00),3.04
IMO9303235,KMTC Feeder 3235,KMTC,Feeder,2414,178.0,8.7,B-08,2,2026-04-04T20:02:30.106215+00:00,2026-04-04T22:54:06.106215+00:00,2026-04-05T20:36:06.106215+00:00,15.4,15.2,0,21.8,21.7,0,NONE,SHIFT_C (22:00-06:00),2.86
IMO9303236,HMM ULCV 3236,HMM,ULCV,16464,389.9,14.7,B-03,4,2024-12-18T17:10:31.237292+00:00,2024-12-18T18:48:55.237292+00:00,2024-12-21T23:42:55.237292+00:00,18.6,0.7,0,75.1,76.9,109,WEATHER,SHIFT_B (14:00-22:00),1.64
IMO9303237,ONE ULCV 3237,ONE,ULCV,22986,391.7,14.8,B-02,4,2026-02-08T21:15:20.292946+00:00,2026-02-08T22:21:20.292946+00:00,2026-02-11T21:33:20.292946+00:00,15.5,22.9,0,70.5,71.2,0,NONE,SHIFT_C (22:00-06:00),1.1
IMO9303238,Hapag-Lloyd Post-Panamax 3238,Hapag-Lloyd,Post-Panamax,9836,339.9,13.4,B-01,4,2025-04-30T00:23:37.662467+00:00,2025-04-30T03:48:13.662467+00:00,2025-05-02T15:18:13.662467+00:00,12.2,32.5,1,55.0,59.5,268,CRANE_OUTAGE,SHIFT_C (22:00-06:00),3.41
IMO9303239,MSC Panamax 3239,MSC,Panamax,4195,249.9,11.5,B-04,3,2025-05-03T22:39:52.640027+00:00,2025-05-04T00:01:28.640027+00:00,2025-05-05T17:31:28.640027+00:00,13.7,9.5,0,34.7,41.5,405,CRANE_OUTAGE,SHIFT_C (22:00-06:00),1.36
IMO9303240,PIL Feeder 3240,PIL,Feeder,1838,155.0,7.2,B-09,2,2026-01-06T19:21:38.396115+00:00,2026-01-06T20:25:50.396115+00:00,2026-01-07T19:43:50.396115+00:00,11.8,12.1,0,19.5,23.3,230,YARD_CONGESTION,SHIFT_B (14:00-22:00),1.07
IMO9303241,HMM Panamax 3241,HMM,Panamax,4695,287.5,11.0,B-04,3,2025-08-28T17:31:08.409480+00:00,2025-08-28T18:04:08.409480+00:00,2025-08-30T03:04:08.409480+00:00,11.5,27.0,0,33.0,33.0,0,NONE,SHIFT_B (14:00-22:00),0.55
IMO9303242,X-Press Feeders Feeder 3242,X-Press Feeders,Feeder,1346,132.3,7.3,B-09,2,2026-09-15T01:19:39.129376+00:00,2026-09-15T03:07:39.129376+00:00,2026-09-15T18:37:39.129376+00:00,15.7,12.3,0,16.3,15.5,0,NONE,SHIFT_C (22:00-06:00),1.8
IMO9303243,Evergreen Panamax 3243,Evergreen,Panamax,3293,263.2,11.6,B-07,3,2025-03-21T01:33:34.160202+00:00,2025-03-21T02:38:58.160202+00:00,2025-03-22T04:38:58.160202+00:00,10.0,14.0,0,27.0,26.0,0,NONE,SHIFT_C (22:00-06:00),1.09
IMO9303244,Maersk Neo-Panamax 3244,Maersk,Neo-Panamax,10737,347.9,14.5,B-03,4,2026-05-28T09:23:00.960429+00:00,2026-05-28T11:37:24.960429+00:00,2026-05-30T04:13:24.960429+00:00,16.4,17.5,0,40.9,40.6,0,NONE,SHIFT_A (06:00-14:00),2.24
IMO9303245,COSCO Handymax 3245,COSCO,Handymax,2208,180.6,9.5,B-09,2,2024-11-26T17:22:05.622945+00:00,2024-11-26T21:13:41.622945+00:00,2024-11-27T16:31:41.622945+00:00,14.5,20.2,0,20.2,19.3,0,NONE,SHIFT_B (14:00-22:00),3.86
IMO9303246,ZIM Feeder 3246,ZIM,Feeder,2426,131.9,8.7,B-09,2,2025-07-22T01:53:15.721244+00:00,2025-07-22T03:54:27.721244+00:00,2025-07-23T01:48:27.721244+00:00,15.0,8.7,0,18.0,21.9,236,YARD_CONGESTION,SHIFT_C (22:00-06:00),2.02
IMO9303247,PIL Panamax 3247,PIL,Panamax,4548,242.4,10.6,B-05,3,2025-06-18T14:04:55.321719+00:00,2025-06-18T14:04:55.321719+00:00,2025-06-19T23:22:55.321719+00:00,12.9,19.2,0,29.4,33.3,234,CRANE_OUTAGE,SHIFT_B (14:00-22:00),0.0
IMO9303248,Wan Hai Handymax 3248,Wan Hai,Handymax,3071,219.6,9.7,B-08,2,2026-06-26T20:47:19.877475+00:00,2026-06-26T20:55:07.877475+00:00,2026-06-27T20:37:07.877475+00:00,14.9,16.7,0,24.0,23.7,0,NONE,SHIFT_B (14:00-22:00),0.13
IMO9303249,CMA CGM Feeder 3249,CMA CGM,Feeder,962,169.6,7.5,B-09,2,2025-12-19T21:01:39.519253+00:00,2025-12-20T00:53:15.519253+00:00,2025-12-20T18:41:15.519253+00:00,14.9,11.1,0,17.7,17.8,0,NONE,SHIFT_C (22:00-06:00),3.86
IMO9303250,ZIM Panamax 3250,ZIM,Panamax,4585,234.9,11.5,B-07,3,2026-01-25T02:03:04.664931+00:00,2026-01-25T02:49:16.664931+00:00,2026-01-26T13:01:16.664931+00:00,14.9,11.9,0,29.4,34.2,286,WEATHER,SHIFT_C (22:00-06:00),0.77
IMO9303251,HMM Panamax 3251,HMM,Panamax,3087,274.2,10.4,B-06,3,2026-05-01T08:14:35.792776+00:00,2026-05-01T10:30:11.792776+00:00,2026-05-02T19:00:11.792776+00:00,12.9,22.8,0,30.0,32.5,147,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),2.26
IMO9303252,MSC Handymax 3252,MSC,Handymax,3486,201.9,10.5,B-06,3,2025-09-13T10:28:19.363627+00:00,2025-09-13T15:15:43.363627+00:00,2025-09-14T15:21:43.363627+00:00,14.0,21.1,0,23.9,24.1,0,NONE,SHIFT_B (14:00-22:00),4.79
IMO9303253,Yang Ming Feeder 3253,Yang Ming,Feeder,1332,186.3,8.3,B-09,2,2026-07-04T10:05:52.570109+00:00,2026-07-04T12:16:04.570109+00:00,2026-07-05T10:40:04.570109+00:00,12.8,26.7,0,21.8,22.4,0,NONE,SHIFT_A (06:00-14:00),2.17
IMO9303254,ONE Feeder 3254,ONE,Feeder,2208,182.8,8.5,B-09,2,2026-02-18T10:18:17.517737+00:00,2026-02-18T10:18:17.517737+00:00,2026-02-19T09:12:17.517737+00:00,15.5,29.1,1,19.1,22.9,230,WEATHER,SHIFT_A (06:00-14:00),0.0
IMO9303255,Wan Hai ULCV 3255,Wan Hai,ULCV,23774,377.2,15.4,B-01,4,2024-11-25T11:05:05.624218+00:00,2024-11-25T11:38:05.624218+00:00,2024-11-28T05:08:05.624218+00:00,14.8,13.0,0,64.3,65.5,74,YARD_CONGESTION,SHIFT_A (06:00-14:00),0.55
